Shape,CATEGORY,VENDORNAME,WEBSITE,ADDRESS,CITY,STATE,ZIP,TELEPHONE,CAMERAICON,BOROUGH,BCODE,HOUSENUM,STREETNAME
"(40.75546889200007, -73.98021657699991)",Post Production & Training,Buttons Sound Inc.,http://www.buttonsny.com,2 West 45th Street,New York,NY,10036,(212) 764-8650, ,Manhattan,1,2,WEST 45 STREET
"(40.73437530400008, -73.98809088899992)",Food & Restaurants,Vintage Irving,http://www.vintageirving.com,120 East 15th Street,New York,NY,10003,(212) 677-6300,yes,Manhattan,1,120,EAST 15 STREET
"(40.734628902000054, -73.98868263499992)",Food & Restaurants,SideBAR,http://www.sidebarny.com,118 East 15th Street,New York,NY,10003,(212) 677-2900,yes,Manhattan,1,118,EAST 15 STREET
"(40.75114316100007, -73.98168658299994)",Post Production & Training,City Lights Media Group,http://www.citylightsmedia.com,6 East 39th Street,New YOrk,NY,10026,(212) 679-4400, ,Manhattan,1,6,EAST 39 STREET
"(40.761140210000065, -73.98464767999991)",Post Production & Training,Creative Mega Playground,http://www.mega-playground.com,1619 Broadway,New York,NY,10019,(212) 399-0409, ,Manhattan,1,1619,BROADWAY
"(40.74302285300007, -73.99159514799993)",Accounting Services,"Mark's Bookkeeping Services, LLC",http://www.marksbookkeeping.com,40 West 24th Street,New York,NY,10010,(212) 243-5757,yes,Manhattan,1,40,WEST 24 STREET
"(40.637080784000034, -73.60281624999993)",Animals & Handlers,"Original Party Pets, Inc.",http://www.partypets.com,1039 Hastings Street,Baldwin,NY,11510,(516) 766-1100, ,New York State,6,1039,HASTINGS STREET
"(40.801254295000035, -73.96061181599993)",Animals & Handlers,NYC Doggy Den LLC,http://www.nycdoggyden.com,354 West 110 Street,New York,NY,10025,(212) 865-9657, ,Manhattan,1,354,WEST 110 STREET
"(40.75207401000006, -73.98249503399995)",Banking Services,"HSBC Bank NA, USA",http://www.us.hsbc.com/business/film.html,452 5th Avenue,New York,NY,10018,(212) 525-6528, ,Manhattan,1,452,5 AVENUE
"(40.76239145200009, -73.96915760799993)",Books & Magazines,Argosy Book Store,http://www.argosybooks.com,116 East 59th Street,New York,NY,10019,(212) 753-4455, ,Manhattan,1,116,EAST 59 STREET
"(40.73086683000008, -73.99173523199994)",Books & Magazines,Back Stage Magazine,http://www.backstage.com,770 Broadway,New York,NY,10003,(646) 654-5872, ,Manhattan,1,770,BROADWAY
"(40.71004743900005, -74.00710063399993)",Books & Magazines,MovieMaker Magazine,http://www.moviemaker.com,121 Fulton Street,New York,NY,10038,(212) 766-4100, ,Manhattan,1,121,FULTON STREET
"(40.742097277000084, -73.98558672999991)",Books & Magazines,New York 411,http://www.newyork411.com,360 Park Avenue South,New York,NY,10010,(646) 746-6891, ,Manhattan,1,360,PARK AVENUE SOUTH
"(40.74527787800008, -73.98162707499995)",Books & Magazines,New York Production Guide Ltd. (NYPG),http://www.nypg.com,114 East 32nd Street,New York,NY,10016,(212) 243-0404, ,Manhattan,1,114,EAST 32 STREET
"(40.707884972000045, -73.92921139299995)","Camera, Grip & Lighting",Act Zero Films,http://www.actzerofilms.com,119 Ingraham Street,Brooklyn,NY,11237,(718) 366-7770, ,Brooklyn,3,119,INGRAHAM STREET
"(40.71646689100004, -73.95449697299995)","Camera, Grip & Lighting","H & R Productions, Inc.",http://www.hitandrunproductions.com,65 Roebling Street,Brooklyn,NY,11211,(718) 809-9057, ,Brooklyn,3,65,ROEBLING STREET
"(40.730615954000086, -73.96157363799995)","Camera, Grip & Lighting",GLOW Design Group,http://www.glowdesigngroup.com,10 Java Street,Brooklyn,NY,11222,(646) 201-9557, ,Brooklyn,3,10,JAVA STREET
"(40.730155134000086, -74.00801407799992)","Camera, Grip & Lighting",Able Cine Tech,http://www.ablecine.com,609 Greenwich Street,New York,NY,10014,(212) 462-0100, ,Manhattan,1,609,GREENWICH STREET
"(40.76737402100008, -73.9890505649999)","Camera, Grip & Lighting",Barbizon Lighting,http://shop.barbizon.com/,456 West 55th Street,New York,NY,10019,(212) 586-1620, ,Manhattan,1,456,WEST 55 STREET
"(40.741963405000035, -73.99196698199995)","Camera, Grip & Lighting",Foto Care Ltd.,http://www.fotocare.com,41 West 22nd Street,New York,NY,10010,(212) 741-2990,yes,Manhattan,1,41,WEST 22 STREET
"(40.75366166300006, -73.99430443499995)","Camera, Grip & Lighting",Technisphere Corporation,http://www.technisphere.com,335 West 35th Street,New York,NY,10001,(212) 777-5100, ,Manhattan,1,335,WEST 35 STREET
"(40.76449456000006, -73.98687063299991)","Camera, Grip & Lighting","Broadcast Video Rentals, Ltd. (BVR)",http://www.bvr.com,355 West 52nd Street,New York,NY,10019,(917) 642-2051,yes,Manhattan,1,355,WEST 52 STREET
"(40.75730657500009, -73.98648170699994)","Camera, Grip & Lighting",Broadway Teleprompter Services, ,1501 Broadway,New York,NY,10036,(212) 944-9090, ,Manhattan,1,1501,BROADWAY
"(40.753325103000066, -73.9794015029999)","Camera, Grip & Lighting",DOI Camera,http://www.doicamera.com,15 East 42nd St.,New York,NY,10017,(212) 661-0876,yes,Manhattan,1,15,EAST 42 STREET
"(40.755014593000055, -73.99003114699991)","Camera, Grip & Lighting",dv Depot,http://www.dvdepot.com,251 West 39th Street,New York,NY,10018,(212) 333-5100,yes,Manhattan,1,251,WEST 39 STREET
"(40.75599757800006, -73.99909762999994)","Camera, Grip & Lighting","Feature Systems, Inc.",http://www.featuresystems.com,512 West 36th Street,New York,NY,10018,(212) 736-0447, ,Manhattan,1,512,WEST 36 STREET
"(40.75470547800006, -73.99391020199994)","Camera, Grip & Lighting",HotCam,http://www.hotcam.tv,336 West 37th Street,New York,NY,10018,(212) 633-1888, ,Manhattan,1,336,WEST 37 STREET
"(40.73813154800007, -73.9896724269999)","Camera, Grip & Lighting",Judi's Lamps & Shades,http://www.judislampshades.com,888 Broadway,New York,NY,10003,(212) 777-2924, ,Manhattan,1,888,BROADWAY
"(40.76161910800005, -73.9653857369999)","Camera, Grip & Lighting",Just Bulbs- The Light Bulb Store, ,220 East 60th Street,New York,NY,10022,(212) 888-5707,yes,Manhattan,1,220,EAST 60 STREET
"(40.75507003800004, -73.99014807899994)","Camera, Grip & Lighting","Keep In Touch Communications, Inc.", ,251 West 39th Street,New York,NY,10018,(212) 921-1911, ,Manhattan,1,251,WEST 39 STREET
"(40.75530313300004, -73.99743729399995)","Camera, Grip & Lighting",KTV - Keslow Television,http://www.keslow.com,444 West 36th Street,New York,NY,10018,(212) 239-1500, ,Manhattan,1,444,WEST 36 STREET
"(40.75563615800007, -73.99343441199994)","Camera, Grip & Lighting",Liman Video Rental Company,http://www.lvrusa.com,341 West 38th Street,New York,NY,10018,(212) 594-0786, ,Manhattan,1,341,WEST 38 STREET
"(40.741017671000066, -73.99189662499992)","Camera, Grip & Lighting",QTV Prompting Services,http://www.qtv.com,19 West 21st Street,New York,NY,10010,(212) 929-7755, ,Manhattan,1,19,WEST 21 STREET
"(40.76634742600004, -73.98840453699995)","Camera, Grip & Lighting",RGH Lighting,http://www.rghlighting.com,424 West 54th Street,New York,NY,10019,(212) 647-1114, ,Manhattan,1,424,WEST 54 STREET
"(40.745248451000066, -73.99016617299992)","Camera, Grip & Lighting",The Lighting Design Group,http://www.ldg.com,49 West 27th Street,New York,NY,10001,(212) 685-4940, ,Manhattan,1,49,WEST 27 STREET
"(40.76515939300003, -73.99427818099991)","Camera, Grip & Lighting","Wits End Group, Inc.",http://www.witsendnyc.com,547 West 49th Street,New York,NY,10019,(212) 242-9400,yes,Manhattan,1,547,WEST 49 STREET
"(40.71827888200005, -74.00844862699995)","Camera, Grip & Lighting","Xeno Lights, Inc.",http://www.xenolights.com,1 Worth Street,New York,NY,10013,(212) 941-9494,yes,Manhattan,1,1,WORTH STREET
"(40.756466738000086, -73.9932899229999)","Camera, Grip & Lighting",East Coast Lighting,http://www.eclny.net,353 West 39th Street,New York,NY,10018,(212) 643-9727, ,Manhattan,1,353,WEST 39 STREET
"(40.758368859000086, -73.9899096179999)","Camera, Grip & Lighting",Elefant Films,http://www.elefantfilms.com,311 West 43rd Street,New York,NY,10036,(888) 435-3326, ,Manhattan,1,311,WEST 43 STREET
"(40.75844342900007, -73.99012277799994)","Camera, Grip & Lighting","Professional Sound Services, Inc.",http://www.pro-sound.com,311 West 43rd Street,New York,NY,10036,(212) 586-1033, ,Manhattan,1,311,WEST 43 STREET
"(40.76008211000004, -73.99103895299993)","Camera, Grip & Lighting","Prop Transport, Inc.",http://www.proptransport.com,630 Ninth Avenue,New York,NY,10036,(212) 957-4004, ,Manhattan,1,630,NINTH AVENUE
"(40.684961781000084, -73.40601695299995)","Camera, Grip & Lighting",Able Equipment Rental,http://www.ableequipment.com,21 Dixon Avenue,Copiague,NY,11726,(631) 841-3333, ,New York State,6,21,DIXON AVENUE
"(40.90911652400007, -73.8182777689999)","Camera, Grip & Lighting",Blakley Equipment Rental,http://www.blakleytree.com,491 East Third Street,Mount Vernon,NY,10553,(914) 664-5500, ,New York State,6,491,EAST 3 STREET
"(41.09420582900009, -73.96442476699991)","Camera, Grip & Lighting",G.D.R. Equipment Co. Inc.,http://www.gdrequipment.com,755 West Nyack Road,West Nyack,NY,10994,(845) 348-3972, ,New York State,6,755,W NYACK ROAD
"(40.776663479000035, -73.90111899199991)","Camera, Grip & Lighting",Air Sea Land Productions Inc.,http://www.airsealand.com,19-69 Steinway Street,Astoria,NY,11105,(718) 626-2646, ,Queens,4,19-69,STEINWAY STREET
"(40.81474191400008, -73.0585273399999)","Camera, Grip & Lighting","The Case Makers, Inc.", ,194-36 Morris Ave.,Holtsville,NY,11742,(631) 289-5300,yes,Long Island,4,194-36,MORRIS AVE.
"(40.75529966500005, -73.93217850199994)","Camera, Grip & Lighting",Available Light,http://www.alny.net,29-20 37th Avenue,Long Island City,NY,11101,(718) 707-9670, ,Queens,4,29-20,37 AVENUE
"(40.75468466700005, -73.93188315599991)","Camera, Grip & Lighting","See Factor Industry, Inc",http://www.seefactor.com,37-11 30th Street,Long Island City,NY,11101,(718) 784-4200, ,Queens,4,37-11,30 STREET
"(40.750791426000035, -73.94804244499994)","Camera, Grip & Lighting","Wits End Group, Inc.",http://www.witsendnyc.com,43-26 12th Street,Long Island City,NY,11101,(718) 361-8400, ,Queens,4,43-26,12 STREET
"(40.731483669000056, -73.91970047699994)","Camera, Grip & Lighting",North Shore Crane LLC,http://www.northshorecraneny.com,46-49 54th Avenue,Maspeth,NY,11378,(718) 389-0300, ,Queens,4,46-49,54 AVENUE
"(40.70790433500008, -73.91337355799993)","Camera, Grip & Lighting","RP Rentals, Inc.", ,1855 Stanhope Street,Ridgewood,NY,11385,(718) 456-7397, ,Queens,4,18-55,STANHOPE STREET
"(40.64453886400008, -74.09644286999992)","Camera, Grip & Lighting","Goblin Lighting Services, Inc.",http://www.goblininc.com,730 Richmond Terrace,Staten Island,NY,10301,(718) 447-7157, ,Staten Island,5,730,RICHMOND TERRACE
"(40.730642671000055, -73.9919641919999)",Casting & Talent,Back Stage Magazine,http://www.backstage.com,770 Broadway,New York,NY,10003,(646) 654-5715, ,Manhattan,1,770,BROADWAY
"(40.749102648000076, -73.99452497999994)",Casting & Talent,ReelACT,http://www.reelact.com,242 West 30th Street,New York,NY,10001,(212) 290-0700, ,Manhattan,1,242,WEST 30 STREET
"(40.74747756900007, -73.99142496399992)",Casting & Talent,"Scott Powers Studios, Inc.",http://www.scottpowers.com/,135 West 29th Street,New York,NY,10001,(212) 242-4700, ,Manhattan,1,135,WEST 29 STREET
"(40.75198194400008, -73.99406151999995)",Security,Management Resources Ltd of New York,http://www.managmentresourcesny.com,5 Penn Plaza,New York,NY,10001,(800) 490-2267, ,Manhattan,1,5,PENN PLAZA
"(40.676863919000084, -73.96381945799993)",Wardrobe,"Woman Up / Delo Enterprises, Corp",http://www.womanuponline.com,708 Washington Avenue,Brooklyn,NY,11238,(917) 681-0540,yes,Brooklyn,3,708,WASHINGTON AVENUE
"(40.807406738000054, -73.95353169599991)",Food & Restaurants,Harlem Vintage and Nectar Wine Bar,http://www.harlemvintage.com,2235 Frederick Douglass Boulevard,New York,NY,10027,(212) 866-9463,yes,Manhattan,1,2235,FREDERICK DOUGLASS BOULEVARD
"(40.75389100500007, -73.97495070499991)",Catering,Bistro Caterers,http://www.bistrocaterers466.com,466 Lexington Avenue,New York,NY,10017,(212) 808-4200,yes,Manhattan,1,466,LEXINGTON AVENUE
"(40.72416759200007, -73.99705272499995)",Computers & Electronics,"Bway.net, Inc.",http://www.bwaynet.inc,568 Broadway,New York,NY,10012,(212) 982-9800, ,Manhattan,1,568,BROADWAY
"(40.75260486500008, -73.99165697299992)",DVD Authoring & Production,ScreamerVision,http://www.screamervision.com,247 West 35th Street,New York,NY,10001,(212) 951-7171, ,Manhattan,1,568,7 AVENUE
"(40.76044942500005, -73.99445907199993)",Casting & Talent,Toni Cusumano Casting,http://www.tonicusumano.com,602 10th Avenue,New York,NY,10036,(917) 482-2944, ,Manhattan,1,602,10 AVENUE
"(40.70617733500006, -74.00679157899992)",Catering,Au Bon Pain,http://www.aubonpain.com,80 Pine Street,New York,NY,10005,(646) 772-8513, ,Manhattan,1,80,PINE STREET
"(40.764170034000074, -73.98207310399994)",Catering,Bagel & Bean,http://www.bagelandbean.com,1710 Broadway,New York,NY,10019,(212) 245-6360, ,Manhattan,1,1710,BROADWAY
"(40.709522983000056, -74.0098289849999)",Catering,CafÌ© Health Exchange, ,2 Maiden Lane,New York,NY,10038,(212) 227-4347, ,Manhattan,1,2,MAIDEN LANE
"(40.79922185000004, -73.93868199799994)",Catering,Creole Restaurant,http://www.creolenyc.com,2167 Third Avenue,New York,NY,10035,(212) 876-8838, ,Manhattan,1,2167,THIRD AVENUE
"(40.75462518000006, -73.97471969599991)",Catering,Events & Everyday,http://www.eventsandeveryday.com,245 Park Avenue,New York,NY,10167,(212) 693-8368,yes,Manhattan,1,245,PARK AVENUE
"(40.75157113700004, -73.9790050279999)",Catering,Food Trends,http://www.foodtrendscatering.com,56 East 41st Street,New York,NY,10017,(212) 972-2553,yes,Manhattan,1,56,EAST 41 STREET
"(40.702778753000075, -74.0132650839999)",Catering,Manhattan Water Company,http://www.manhattanwatercompany.com,1 State Street,New York,NY,10004,(646) 330-4730, ,Manhattan,1,1,STATE STREET
"(40.781939141000066, -73.9520907079999)",Catering,Michelle's Kitchen,http://www.michelleskitchen.com,1614 Third Avenue,New York,NY,10128,(212) 966-0012, ,Manhattan,1,1614,THIRD AVENUE
"(40.76739601200006, -73.98940796199992)",Catering,Nova catering+events,http://www.novacateringco.com,820 10th Avenue,New York,NY,10019,"(212) 977-8900, ext. 10", ,Manhattan,1,820,10 AVENUE
"(40.72192689800005, -73.99575380999994)",Catering,Rice to Riches,http://www.ricetoriches.com,37 Spring Street,New York,NY,10012,(212) 274-0008, ,Manhattan,1,37,SPRING STREET
"(40.70686609200004, -74.01298021799994)",Catering,Sale and Pepe Fine Food and Catering,http://www.Salepepefinecatering.com,1 Exchange Plaza,New York,NY,10006,(212) 968-7700, ,Manhattan,1,1,EXCHANGE PLAZA
"(40.732812306000085, -74.00929840399994)",Catering,"Something's Cooking Catering, Inc.",http://www.somecook.com,175 Christopher Street,New York,NY,10014,(212) 691-0002, ,Manhattan,1,175,CHRISTOPHER STREET
"(40.739567031000036, -73.98940155999992)",Catering,Zaro's Bakery,http://www.zaro.com,920 Broadway,New York,NY,10001,(212) 292-0175,yes,Manhattan,1,920,BROADWAY
"(40.70579531000004, -74.01273909499992)",Catering,Stir CafÌ©,http://www.stircafe.com,32 Broadway,New York,NY,10004,212.425.5123, ,Manhattan,1,32,BROADWAY
"(40.690545615000076, -73.59849873999991)",Catering,Brown Caterers,http://www.sarahbrowncaterers.com,833 Nassau Road,Uniondale,NY,11553,(516) 505-2610, ,New York State,6,833,NASSAU ROAD
"(40.70982564500008, -73.84527475099992)",Catering,Dee's,http://www.deesnyc.com,107-23 Metropolitan Avenue,Forest Hills,NY,11375,(888) 488-DEES (3337),yes,Queens,4,107-23,METROPOLITAN AVENUE
"(40.71301535300006, -73.82263961399991)",Catering,Mercella & Cecily's Inc.,http://www.mnccaterers.com,82-46 135th Street,Kew Gardens,NY,11435,(718) 544-3233, ,Queens,4,82-46,135 STREET
"(40.64123012400006, -74.07619847899991)",Catering,Cornucopia Caterers and Event Planners, ,36 Bay Street,Staten Island,NY,10301,(718) 448-3133, ,Staten Island,5,36,BAY STREET
"(40.57900171000006, -74.10838636999995)",Catering,John's Catering,http://www.johnscateringny.com,126 Lincoln Ave,Staten Island,NY,10306,(718) 667-8211, ,Staten Island,5,126,LINCOLN AVENUE
"(40.745057863000056, -73.9443661549999)",Recycling & Waste Removal,Prestige Industry Corp., ,45-42 Pearson Street,Long Island City,NY,11101,(718) 609-0111, ,Queens,4,45-42,PEARSON STREET
"(40.68400053400006, -73.9953564409999)",Spa & Massage,The HomeSpa,http://www.homespa.com,300 Court Street,Brooklyn,NY,11231,(718) 596-8668,yes,Brooklyn,3,300,COURT STREET
"(40.61873134700005, -73.95574507599991)",Computers & Electronics,Computer Rent Inc., ,1915 Avenue M,Brooklyn,NY,11230,(718) 252-4070,yes,Brooklyn,3,1915,AVENUE M
"(40.76127943700004, -73.98604356499993)",Computers & Electronics,"Business Equipment Rentals, Inc.",http://www.bizrentalny.com,250 West 49th Street,New York,NY,10019,(212) 582-2020, ,Manhattan,1,250,WEST 49 STREET
"(40.71010956900005, -74.00703800999992)",Computers & Electronics,Cables and Chips Inc.,http://www.cablesandchipsinc.com,121 Fulton Street,New York,NY,10038,(212) 619-3132, ,Manhattan,1,121,FULTON STREET
"(40.71562480300008, -74.00688633099992)",Computers & Electronics,Capital Audio Electronics,http://www.capitalaudio.com,120 Duane Street,New York,NY,10007,(212) 608-3720, ,Manhattan,1,120,DUANE STREET
"(40.75144362900005, -73.97300290599992)",Computers & Electronics,Egads Computer & A/V Rental,http://www.egadscomputer.com,211 East 43rd Street,New York,NY,10017,(212) 557-4656, ,Manhattan,1,211,EAST 43 STREET
"(40.72052983200007, -73.99621927499993)",Computers & Electronics,Soho Audio,http://www.sohoaudio.com,376 Broome Street,New York,NY,10013,(212) 226-2429, ,Manhattan,1,376,BROOME STREET
"(40.72119649100006, -74.0093472879999)",Computers & Electronics,TCC Teleplex Inc.,http://www.tccteleplex.com,11 Hubert Street,New York,NY,10013,(212) 965-8800, ,Manhattan,1,11,HUBERT STREET
"(40.743591130000084, -73.99333452499991)",Computers & Electronics,Tekserve,http://www.tekserve.com,119 West 23rd Street,New York,NY,10011,(212) 929-3645 Ext 350, ,Manhattan,1,119,WEST 23 STREET
"(40.636426517000075, -73.98666523599991)",Computers & Electronics,WebCom247 LLC,http://www.webcom247.com,1403 44th Street,Brooklyn,NY,11219,(212) 696-7235,yes,Brooklyn,3,1403,44 STREET
"(40.72077056300009, -73.8464254129999)",Computers & Electronics,Event Radio Rentals Inc,http://www.eventradiorentals.com,7015 Austin Street,Forest Hills,NY,11375,(800) 966-1810,yes,Queens,4,70-15,AUSTIN STREET
"(40.66452007700008, -73.99611431199992)",Construction & Set Design,2 Hour Auto Glass,http://www.2hourautoglass.com,132 19th Street,Brooklyn,NY,11232,(718) 965-5555,yes,Brooklyn,3,132,19 STREET
"(40.69849278200007, -73.97772705499995)",Construction & Set Design,"Ferra Designs, Inc.",http://www.ferradesigns.com,63 Flushing Avenue,Brooklyn,NY,11205,(718) 852-8629,yes,Brooklyn,3,63,FLUSHING AVENUE
"(40.726117861000034, -73.93774627699992)",Construction & Set Design,G.T. Rentals Corp.,http://www.gtrentals.com,310 Nassau Avenue,Brooklyn,NY,11222,(718) 782-7887, ,Brooklyn,3,310,NASSAU AVENUE
"(40.71805363100009, -73.94278978099993)",Construction & Set Design,J. Pinz Metals Company, ,208 Frost Street,Brooklyn,NY,11211,(718) 389-1470,yes,Brooklyn,3,208,FROST STREET
"(40.64580494100005, -74.01717438999992)",Construction & Set Design,Lapietra Machinery,http://www.a1tool.com,5320 Third Avenue,Brooklyn,NY,11220, , ,Brooklyn,3,5320,THIRD AVENUE
"(40.714986801000066, -73.93581596599995)",Construction & Set Design,North Side Power Transmission Corp.,http://www.nsptcorp.com,309 Morgan Avenue,Brooklyn,NY,11211,(718) 782-5800, ,Brooklyn,3,309,MORGAN AVENUE
"(40.647766438000076, -73.72608774199995)",Construction & Set Design,Breeze Air Conditioning Inc,http://www.breeze-air.com,859 Kilmer Lane,Valley Stream,NY,11581,(718) 380-8799,yes,Long Island (Nassau),6,859,KILMER LANE
"(40.74271007700008, -73.99356918299992)",Construction & Set Design,AFR Event Furnishings,http://www.rentfurniture.com/specialevents/,116 West 23rd Street,New York,NY,10011, , ,Manhattan,1,116,WEST 23 STREET
"(40.74010819100005, -73.99687854099994)",Construction & Set Design,Aronson's Floor Covering,http://www.aronsonsfloors.com,135 West 17th Street,New York,NY,10011,(212) 243-4993, ,Manhattan,1,135,WEST 17 STREET
"(40.72192925500008, -74.01036835299993)",Construction & Set Design,"Capitol Glass & Sash Co., Inc.",http://www.capitolglassnyc.com,401 Washington Street,New York,NY,10013,(212) 243-4528, ,Manhattan,1,401,WASHINGTON STREET
"(40.73857594600008, -73.98715720599995)",Construction & Set Design,Janson Design Group,http://www.jansondesign.com,257 Park Avenue South,New York,NY,10010,(212) 228-5550,yes,Manhattan,1,257,PARK AVENUE SOUTH
"(40.766745739000044, -73.99228889799991)",Construction & Set Design,McKinney Welding Supply Inc.,http://www.mckinneynyc.com/,535 West 52nd Street,New York,NY,10019,(212) 246-4390, ,Manhattan,1,535,WEST 52 STREET
"(40.77137778000008, -73.95303337799993)",Construction & Set Design,"Northeast Floor Coverings, Inc.", ,1492 First Avenue,New York,NY,10021,(212) 988-5326, ,Manhattan,1,1492,FIRST AVENUE
"(40.74173024500004, -74.00561876299992)",Construction & Set Design,The Prince Lumber Company Inc.,http://www.princelumber.com,404 West 15th Street,New York,NY,10011,(212) 777-1150, ,Manhattan,1,404,WEST 15 STREET
"(40.644950373000086, -73.66495874599991)",Construction & Set Design,Long Island Staple,http://www.nsptcorp.com/lis,410 Atlantic Avenue,East Rockaway,NY,11518,(516) 887-1010, ,New York State,6,410,ATLANTIC AVENUE
"(40.72133207400009, -73.42246132799994)",Construction & Set Design,Hertz Equipment Rental,http://www.hertzequip.com,206 Route 109,Farmingdale,NY,11735,(212) 255-4208, ,New York State,6,206,ROUTE 109
"(40.75858857600008, -73.54733667099993)",Construction & Set Design,On Site Energy Co. Inc.,http://www.onsite-energy.com,40 Charlotte Avenue,Hicksville,NY,11802,(516) 937-1500, ,New York State,6,40,CHARLOTTE AVENUE
"(41.03224414300007, -73.94375113799993)",Construction & Set Design,"Numax, Inc.",http://www.numax.com,117 Route 303,Tappan,NY,10983,(845) 365-2400, ,New York State,6,117,ROUTE 303
"(40.77657163900005, -73.93255761499995)",Construction & Set Design,Build It Green! NYC,http://www.bignyc.org,3-17 26th Avenue,Astoria,NY,11102,(718) 777-0132,yes,Queens,4,17-Mar,26 AVENUE
"(40.75755136500004, -73.77946959899992)",Construction & Set Design,Abbey Tool & Party Rent-All, ,203-16 Northern Boulevard,Bayside,NY,11361,(718) 428-0400, ,Queens,4,203-16,NORTHERN BOULEVARD
"(40.69687743500003, -73.80159655799991)",Construction & Set Design,Atlantic Pallet Corp.,http://www.atlanticpallet.com,105-07 150th Street,Jamaica,NY,11435,(718) 523-5757, ,Queens,4,105-07,150 STREET
"(40.75944117500006, -73.94163162399991)",Construction & Set Design,Abbot and Abbot Box Corp.,http://www.abbotbox.com,37-11 Tenth Street,Long Island City,NY,11101,(718) 392-2600,yes,Queens,4,37-11,TENTH STREET
"(40.75350771500007, -73.94883747699993)",Construction & Set Design,Michael Davis Stained Glass,http://www.michaeldavisglass.com,42-24 9th Street,Long Island City,NY,11101,(718) 383-3712, ,Queens,4,42-24,9 STREET
"(40.742468262000045, -73.94284820799993)",Construction & Set Design,"Showman Fabricators, Inc.",http://www.showfab.com,47-22 Pearson Place,Long Island City,NY,11101,(718) 935-9899, ,Queens,4,47-22,PEARSON PLACE
"(40.67951952200008, -73.85281174399995)",Construction & Set Design,Penn Glass Enterprises,http://www.pennglass.com,84-06 Liberty Avenue,Ozone Park,NY,11417,(800) 222-6299, ,Queens,4,84-06,LIBERTY AVENUE
"(40.70587691800006, -73.90420056399995)",Construction & Set Design,Robertson's Restoration and Painting,http://www.robertsonsrestoration.com,709 Fairview Avenue,Ridgewood,NY,11385, , ,Queens,4,709,FAIRVIEW AVENUE
"(40.594452628000056, -74.09878303399995)",Construction & Set Design,Margarella Industrial Construction Corp., ,1434-B Richmond Road,Staten Island,NY,10304,(718) 980-7569, ,Staten Island,5,1434-B,RICHMOND ROAD
"(40.70072719800004, -73.96702584799993)",Digital Effects,Brainstorm Digital,http://www.brainstorm-digital.com,15 Washington Avenue,Brooklyn,NY,11205,(646) 330-5245, ,Brooklyn,3,15,WASHINGTON AVENUE
"(40.705605535000075, -74.01583726299992)",Digital Effects,& Company,http://www.andcompany.us,1 West Street,New York,NY,10004,(646) 825-8934, ,Manhattan,1,1,WEST STREET
"(40.734585404000086, -73.99104011399993)",Digital Effects,"21 Boom, Inc.",http://www.21boom.com,853 Broadway,New York,NY,10003,(212) 999-7977,yes,Manhattan,1,853,BROADWAY
"(40.73429125700005, -73.98604667199993)",Digital Effects,Big Pink Motion Graphics,http://www.bigpink.com,200 East 16th Street,New York,NY,10003,(917) 597-8908, ,Manhattan,1,200,EAST 16 STREET
"(40.72486662300008, -73.99695763799991)",Digital Effects,"Big Film Design, Inc.",http://www.bigfilmdesign.com,594 Broadway,New York,NY,10012,(212) 627-3430, ,Manhattan,1,594,BROADWAY
"(40.73289472500005, -73.99172271499992)",Digital Effects,Designomotion,http://www.designomotion.com,67 East 11th Street,New York,NY,10003,(917) 532-0738,yes,Manhattan,1,67,EAST 11 STREET
"(40.73607445600004, -73.98000582999993)",Digital Effects,"Gotham Digital FX, Inc.",http://www.gothamdigitalfx.com,335 East 21st Street,New York,NY,10010,(646) 283-7767 / (310) 740-7326,yes,Manhattan,1,335,EAST 21 STREET
"(40.740108013000054, -73.9928837949999)",Digital Effects,mantra,http://www.mantradesign.tv,33 West 19th Street,New York,NY,10011,(646) 723-5700,yes,Manhattan,1,33,WEST 19 STREET
"(40.79215865300006, -73.97120956599991)",Digital Effects,"Mercator Land Surveying, LLC",http://www.mercatorgroup.com,175 West 93rd Street,New York,NY,10025,(646) 837-0780, ,Manhattan,1,175,WEST 93 STREET
"(40.75239763500008, -73.97896614799993)",Digital Effects,Rhino,http://www.rhinofx.tv,50 East 42nd Street,New York,NY,10017,(212) 986-1584, ,Manhattan,1,50,EAST 42 STREET
"(40.691228564000085, -73.98503879899994)",Dry Cleaners,Bridge Cleaners,http://www.bridgecleaners.com,401 Bridge Street,Brooklyn,NY,11201,(718) 625-1438, ,Brooklyn,3,401,BRIDGE STREET
"(40.737865759000044, -74.0016671269999)",Dry Cleaners,Green Apple Cleaners,http://www.GreenAppleCleaners.com,92 Greenwich Avenue,New York,NY,10011,(888) 458-8262,yes,Manhattan,1,92,GREENWICH AVENUE
"(40.774861050000084, -73.98379243799991)",Dry Cleaners,Lincoln Terrace Cleaners, ,149 Amsterdam Avenue,New York,NY,10023,(212) 874-3066, ,Manhattan,1,149,AMSTERDAM AVENUE
"(40.819471976000045, -73.94317227199991)",Dry Cleaners,Nija Enterprise Cleaning Services LLC, ,233 West 140th Street,New York,NY,10030,(347) 591-6663, ,Manhattan,1,233,WEST 140 STREET
"(40.71338392800004, -73.94107677199992)",DVD Authoring & Production,"Armajani Media Company, Inc.",http://www.dylanarmajani.com,47 Bushwick Avenue,Brooklyn,NY,11211,(207) 712-3805, ,Brooklyn,3,47,BUSHWICK AVENUE
