Shape,SYSTEM,DESCRIPTIO,PARENTID,GISPROPNUM,OMPPROPID,NAME,BATHROOM,COMFORTSTA,BUILDINGTY,Shape_Length,Shape_Area
"(40.58937009500005, -74.13811104199993)",R065-ZN04-BLG1327,Greenbelt Nature Center,R065-ZN04,R129,R065-ZN04,Greenbelt Nature Center, , ,BATHROOM,196.2761171,2094.705756
"(40.590378230000056, -74.1881695209999)",R045-01-BLG1329,Schmul Park-Schmul Park-Building,R045-01,R045,R045-01,Comfort Station, , ,BATHROOM,84.35640566,432.940347
"(40.582759311000075, -74.08982625699991)",R087-BLG1332,Ps 52 Playground-Building,R087,R087,R087,Mason Comfort, , ,BATHROOM,88.87438862,493.4268197
"(40.57481806700008, -74.09837974899995)",R038-BLG1340,Midland Field Park-Building,R038,R038,R038,MIDLAND PLGD, , ,BATHROOM,90.88932454,514.5858413
"(40.522439321000036, -74.18584041899993)",R085-BLG1341,Is 7 Playground-Building,R085,R085,R085,Comfort Station, , ,BATHROOM,91.59471948,524.3491916
"(40.56151435900006, -74.11146069499995)",R026-BLG1362,Gerard P Dugan Playground-Building,R026,R026,R026,Comfort Station, , ,BATHROOM,82.18614711,422.0058043
"(40.552109693000034, -74.13608889199992)",R089-BLG1369,Ps 53 Playground-Building,R089,R089,R089,GREENCROFT PLGD, , ,BATHROOM,144.5150085,1297.639609
"(40.53719881400008, -74.16243441599994)",R090-BLG1370,Ps 55 Playground-Building,R090,R090,R090,Lieutenant John H. Martinson Playground, , ,BATHROOM,78.39345254,382.4395803
"(40.84841808600004, -73.8253045749999)",X039-ZN01-BLG1402,Pelham Bay Park-Aileen Ryan Rec.  Complex-Building,X039-ZN01,X039,X039-ZN01,Comfort Station, , ,BATHROOM,103.0270164,647.741235
"(40.85341837500005, -73.82696728899992)",X039-BLG1424,Pelham Bay Park-Building,X039,X039,X039,PELHAM TRAIN STATION, , ,BATHROOM,167.6750237,1479.895743
"(40.86979487100007, -73.79041781399991)",X039-ZN17-BLG1431,Pelham Bay Park-Twenty-six Courts & Bath Courts-Building,X039-ZN17,X039,X039-ZN17,Orchard Comfort Station, , ,BATHROOM,115.0104234,831.9588652
"(40.86480926100006, -73.79486133599994)",X039-ZN18-BLG1437,Pelham Bay Park-Orchard Bch. Pavilion-Building,X039-ZN18,X039,X039-ZN18,M & O Office, , ,BATHROOM,201.7631298,2221.28201
"(40.86726907600007, -73.79366597399991)",X039-ZN18-BLG1440,Pelham Bay Park-Orchard Bch. Pavilion-Building,X039-ZN18,X039,X039-ZN18,ORCHARD BEACH, , ,BATHROOM,203.9658042,2246.967421
"(40.853188094000075, -73.93790749199991)",M009-BLG1447,Bennett Park-Building,M009,M009,M009,Comfort Station, , ,BATHROOM,81.45381689,376.3378167
"(40.867301104000035, -73.9290536389999)",M042-BLG1451,Inwood Hill Park-Building,M042,M042,M042,PAYSON Comfort, , ,BATHROOM,234.2675087,2420.394999
"(40.86498596000007, -73.9294872349999)",M029-02-BLG1464,Fort Tryon Park-Anne Loftus Playground-Building,M029-02,M029,M029-02,ANNE LOFTUS, , ,BATHROOM,251.1869565,2188.351586
"(40.83886206600005, -73.94598674399992)",M028-02-BLG1465,Fort Washington Park-Lily Brown Playground-Building,M028-02,M028,M028-02,Comfort Station, , ,BATHROOM,84.88561016,450.3160906
"(40.841626742000074, -73.9379048859999)",M240-BLG1466,Ps 128 Playground-Building,M240,M240,M240,Comfort Station, , ,BATHROOM,85.30646943,454.4227629
"(40.86255227200007, -73.92084234999993)",M199-BLG1469,Dyckman Houses Playground-Building,M199,M199,M199,Comfort Station, , ,BATHROOM,124.2199687,997.1165157
"(40.83164488700004, -73.9415781859999)",M234-BLG1470,Ps 28 Playground-Building,M234,M234,M234,Comfort Station, , ,BATHROOM,89.94156177,505.2776687
"(40.829726632000074, -73.95265649399994)",M140-BLG1471,Recreation Area-Building,M140,M140,M140,TEN MILE RIVER Comfort, , ,BATHROOM,184.3520221,1032.728678
"(40.79671661400005, -73.97526297199994)",M071-BLG1473,Riverside Park-Building,M071,M071,M071,DINOSAUR Comfort, , ,BATHROOM,334.8583691,2345.441337
"(40.78339344300008, -73.9847645669999)",M071-04-BLG1475,Riverside Park-Neufeld Playground-Building,M071-04,M071,M071-04,NEUFELD Comfort, , ,BATHROOM,86.18942059,464.2632865
"(40.81127614700006, -73.96562217699994)",M071-ZN17-BLG1476,Riverside Park-Wildlife Sanctuary Landscape And 119th St. Tennis Courts-Building,M071-ZN17,M071,M071-ZN17,Comfort Station, , ,BATHROOM,96.27828501,576.3803554
"(40.80968216500008, -73.96742725699994)",M071-ZN16-BLG1478,Riverside Park-Middle Park Landscape-Building,M071-ZN16,M071,M071-ZN16,116th st, , ,COMFORT STATION,299.1409604,5435.543948
"(40.800008663000085, -73.97354764599993)",M071-ZN14-BLG1480,Riverside Park-Terrace Promenade South-Building,M071-ZN14,M071,M071-ZN14,102st street, , ,COMFORT STATION,211.6977964,2640.652524
"(40.78203285200004, -73.98702840399994)",M071-ZN02-BLG1482,Riverside Park-Running Track And 78th St. Ballfields-Building,M071-ZN02,M071,M071-ZN02,CLASSIC Comfort, , ,BATHROOM,316.9896266,2327.955581
"(40.80538257200004, -73.97030903699994)",M071-21-BLG1488,Riverside Park-Skate Park-Building,M071-21,M071,M071-21,119 TENNIS Comfort, , ,BATHROOM,98.28440504,364.3011998
"(40.79328743000008, -73.97796851299995)",M071-ZN08-BLG1490,Riverside Park-91st St. Playground Landscape-Building,M071-ZN08,M071,M071-ZN08,Hippo Playground Comfort, , ,BATHROOM,175.1229805,1739.192335
"(40.814842587000044, -73.96221726899995)",M071-31-BLG1493,Riverside Park-Claremont-Building,M071-31,M071,M071-31,CLAREMONT Comfort, , ,BATHROOM,80.79962821,407.2365036
"(40.825568899000075, -73.95387264499993)",M072-01-BLG1494,Riverside Park-Riverbank Playground-Building,M072-01,M072,M072-01,Comfort Station, , ,BATHROOM,84.10647835,442.1153295
"(40.78726064700004, -73.9819976249999)",M071-BLG1495,Riverside Park-Building,M071,M071,M071,River Run Comfort, , ,BATHROOM,165.908248,1489.808465
"(40.81856616400006, -73.95212936999991)",M003-BLG1496,Annunciation Park-Building,M003,M003,M003,Comfort Station, , ,BATHROOM,183.466247,1916.685787
"(40.815027576000034, -73.95536436899994)",M190-BLG1497,Sheltering Arms Park-Building,M190,M190,M190,Comfort Station, , ,BATHROOM,421.6090554,5333.682709
"(40.82081786400005, -73.94664769999991)",M077-03-BLG1499,St Nicholas Park-Arlington Edinboro Playground-Building,M077-03,M077,M077-03,Comfort Station, , ,BATHROOM,83.86046316,436.5146102
"(40.80255892800005, -73.95901521699994)",M056-ZN01-BLG1500,Morningside Park-Morningside Park Zone 1-Building,M056-ZN01,M056,M056-ZN01,Colombia fields, , ,COMFORT STATION,148.8183603,1267.08849
"(40.81366106000007, -73.95091346399994)",M077-04-BLG1501,St Nicholas Park-St Nicholas-Building,M077-04,M077,M077-04,Comfort Station, , ,BATHROOM,87.62796954,479.8234049
"(40.80674666200008, -73.95783187699993)",M056-02-BLG1503,Morningside Park-Morningside Playground-Building,M056-02,M056,M056-02,Comfort Station, , ,BATHROOM,83.82493487,439.1483624
"(40.81559389200004, -73.94900376699991)",M077-02-BLG1504,St Nicholas Park-St Nicholas-Building,M077-02,M077,M077-02,Comfort Station, , ,BATHROOM,85.14888183,447.8305277
"(40.82290098300007, -73.95111015999993)",M041-BLG1505,Hamilton Place Playground-Building,M041,M041,M041,Comfort Station, , ,BATHROOM,99.4716656,607.6739766
"(40.82910652000004, -73.94428833499995)",M018-BLG1507,Carmansville Playground-Building,M018,M018,M018,Comfort Station, , ,BATHROOM,87.26173772,475.2802197
"(40.82033381800005, -73.95212809899994)",M223-BLG1508,Ps 192 Playground-Building,M223,M223,M223,Comfort Station, , ,BATHROOM,80.57932249,405.7080998
"(40.777656628000045, -73.98404153899992)",M233-BLG1509,Ps 199 Playground-Building,M233,M233,M233,Comfort Station, , ,BATHROOM,84.32975739,444.4649253
"(40.79931944200007, -73.96619822799994)",M238-BLG1510,Ps 145 Playground-Building,M238,M238,M238,Comfort Station, , ,BATHROOM,84.10952385,442.0171831
"(40.781862566000086, -73.97869284899991)",M219-BLG1512,Ps 87 Playground-Building,M219,M219,M219,Comfort Station, , ,BATHROOM,85.3841038,455.5919736
"(40.796952317000034, -73.96765696999995)",M220-BLG1513,Frederick Douglass Hses Playground-Building,M220,M220,M220,Comfort Station, , ,BATHROOM,96.05246521,576.6248664
"(40.789802749000046, -73.96871751399993)",M244-BLG1515,Ps 84 Playground-Building,M244,M244,M244,Comfort Station, , ,BATHROOM,88.28070708,485.7133703
"(40.72382206300006, -73.97277760799994)",M144-ZN06-BLG1520,East River Park-East River Park-zone 6-Building,M144-ZN06,M144,M144-ZN06,ERP 1OTH ST C/S, , ,BATHROOM,102.7157869,622.8492795
"(40.71584149000006, -73.97511891099992)",M144-ZN03-BLG1521,East River Park-East River Park-zone 3-Building,M144-ZN03,M144,M144-ZN03,ERP TENNIS C/S, , ,BATHROOM,141.4943368,1084.425976
"(40.71254092700008, -73.98861073899991)",M132-BLG1522,La Guardia Hos Pg-rutgers Pool-Building,M132,M132,M132,Comfort Station, , ,BATHROOM,84.2437682,443.5230423
"(40.71437069500007, -73.98401051799993)",M235-BLG1535,Ps 134 Playground-Building,M235,M235,M235,Comfort Station, , ,BATHROOM,82.22499455,422.5077054
"(40.71481382200005, -74.0001559399999)",M015-BLG1536,Columbus Park-Building,M015,M015,M015,Comfort Station, , ,BATHROOM,149.6232993,1257.814735
"(40.72422901600004, -73.98564427699995)",M259-BLG1539,Ps 63 Playground-Building,M259,M259,M259,Comfort Station, , ,BATHROOM,77.76343164,349.010817
"(40.710878104000074, -73.99728088499995)",M194-BLG1540,Alfred E Smith Park-Building,M194,M194,M194,Alfred E Smith Plg, , ,COMFORT STATION,127.2098109,1002.937332
"(40.71083323700009, -73.99348320199994)",M019-BLG1543,Coleman Square Playground-Building,M019,M019,M019,Comfort Station, , ,BATHROOM,85.22617931,453.9557776
"(40.84260657300007, -73.93277116599995)",M037-BLG1547,Highbridge Park-Building,M037,M037,M037,FILTRATION & RESTROOMS, , ,BATHROOM,708.187472,13541.56649
"(40.84718411600005, -73.93117286499995)",M037-03-BLG1549,Highbridge Park-Quisqueya Playground-Building,M037-03,M037,M037-03,Quisqueya Comfort, , ,BATHROOM,84.50523997,445.9386434
"(40.85284418500004, -73.92720554999994)",M037-04-BLG1550,Highbridge Park-Wallenberg Playground-Building,M037-04,M037,M037-04,Comfort Station, , ,BATHROOM,151.9050323,1198.083192
"(40.812229785000056, -73.93708045999995)",M193-BLG1593,Abraham Lincoln Houses Playground-Building,M193,M193,M193,Comfort Station, , ,BATHROOM,83.38836317,434.0807588
"(40.79314769000007, -73.94321603599991)",M230-BLG1595,Poor Richards Playground-Building,M230,M230,M230,Poor Richard's Plg, , ,COMFORT STATION,266.177785,4314.292155
"(40.79760300000004, -73.93542986599994)",M239-BLG1596,Ps 155 Playground-Building,M239,M239,M239,P.S. 155 Plg, , ,COMFORT STATION,266.2898587,4290.264777
"(40.78434574000005, -73.94668313599993)",M187-BLG1597,Manhattan Voc/tech Hs Playground-Building,M187,M187,M187,Comfort Station, , ,BATHROOM,100.4342884,614.0480612
"(40.787117451000086, -73.94721417499994)",M215-BLG1598,George Washington Houses Playground-Building,M215,M215,M215,Cherry Hill Comfort, , ,BATHROOM,93.80083737,549.830021
"(40.80650465200006, -73.93555927799991)",M208A-BLG1599,Alice Kornegay Triangle-Building,M208A,M208A,M208A,ALICE KORNEGRY, , ,BATHROOM,84.40524311,445.255067
"(40.76504801200008, -73.95842533299992)",M079-BLG1600,St Catherine's Park-Building,M079,M079,M079,Comfort Station, , ,BATHROOM,74.36810367,336.4668444
"(40.773474487000044, -73.94491701999993)",M081-02-BLG1603,Carl Schurz Park-Catbird Playground-Building,M081-02,M081,M081-02,DIST #8, , ,BATHROOM,264.7604363,2762.537636
"(40.75937145200004, -73.95884388199994)",M108Q-BLG1604,Playground (fdr Drive)-Building,M108Q,M108Q,M108Q,Comfort Station, , ,BATHROOM,84.65799365,447.2695752
"(40.782883595000044, -73.94454167899994)",M192-BLG1605,Stanley M Isaacs Park-Building,M192,M192,M192,Comfort Station, , ,BATHROOM,83.06023869,431.1685495
"(40.78541424600007, -73.95096841199995)",M236-BLG1606,Samuel Seabury Playground-Building,M236,M236,M236,Comfort Station, , ,BATHROOM,84.07470035,441.7798477
"(40.70177245100007, -73.86683290499991)",Q015-BLG0168,Forest Park-Building,Q015,Q015,Q015,Forest Park,Y, ,BATHROOM,157.1311256,1075.449516
"(40.69799718000007, -73.86585825599991)",Q015-BLG0169,Forest Park-Building,Q015,Q015,Q015,Forest Park,Y, ,BATHROOM,201.7466616,2543.855317
"(40.69813846300008, -73.86548882099993)",Q015-BLG0170,Forest Park-Building,Q015,Q015,Q015,Forest Park,Y, ,BATHROOM,182.6088673,2038.321985
"(40.70246002200008, -73.85813923499995)",Q015-BLG0171,Forest Park-Building,Q015,Q015,Q015,Forest Park,Y, ,BATHROOM,129.4185346,936.3414884
"(40.68561385800007, -73.72965879399993)",Q307-BLG0184,Ps 176 Playground-Building,Q307,Q307,Q307,Delphin H. Greene Playground,Y, ,BATHROOM,270.5652762,2568.808736
"(40.73920938700007, -73.7353027229999)",Q001A-BLG0190,Alley Park (athletic)-Building,Q001A,Q001A,Q001A,Alley Athletic Playground,Y, ,BATHROOM,123.1838869,783.968446
"(40.73931654200004, -73.7348318889999)",Q001A-BLG0194,Alley Park (athletic)-Building,Q001A,Q001A,Q001A,Alley Athletic Playground,Y, ,BATHROOM,116.3439173,613.4114711
"(40.74592265900009, -73.79537843299994)",Q024-BLG0200,Kissena Park-Building,Q024,Q024,Q024,Kissena Park,Y, ,BATHROOM,105.2198117,681.1419517
"(40.73925591800008, -73.73513658599995)",Q001A-BLG0201,Alley Park (athletic)-Building,Q001A,Q001A,Q001A,Alley Athletic Playground,Y, ,BATHROOM,51.53151886,165.9329903
"(40.72037542500004, -73.86036718399993)",Q306-BLG0219,Ps 174 Playground (mount Playground)-Building,Q306,Q306,Q306,The Painter's Playground,Y, ,BATHROOM,270.2246319,2585.094332
"(40.755424788000084, -73.85534868799994)",Q415-BLG0229,Ps 143 Playground (louis Armstrong)-Building,Q415,Q415,Q415,Louis Armstrong Playground,Y, ,BATHROOM,537.5640469,13240.80848
"(40.75521346100004, -73.8552560569999)",Q415-BLG0250,Ps 143 Playground (louis Armstrong)-Building,Q415,Q415,Q415,Louis Armstrong Playground,Y, ,BATHROOM,160.353493,1348.899346
"(40.75513310800005, -73.85581422099995)",Q415-BLG0259,Ps 143 Playground (louis Armstrong)-Building,Q415,Q415,Q415,Louis Armstrong Playground,Y, ,BATHROOM,156.5054739,1295.33792
"(40.75515687500007, -73.85544902499993)",Q415-BLG0269,Ps 143 Playground (louis Armstrong)-Building,Q415,Q415,Q415,Louis Armstrong Playground,Y, ,BATHROOM,159.9877674,1339.605068
"(40.75607262500006, -73.85573910999994)",Q415-BLG0279,Ps 143 Playground (louis Armstrong)-Building,Q415,Q415,Q415,Louis Armstrong Playground,Y, ,BATHROOM,1215.45866,26765.53415
"(40.74198369900006, -73.88204468499993)",Q361-BLG0282,Clement Clarke Moore Homestead-Building,Q361,Q361,Q361,Moore Homestead Playground,Y, ,BATHROOM,202.5183587,2515.483731
"(40.75624442800006, -73.87452704599991)",Q363-BLG0308,Ps 149 Playground (northern)-Building,Q363,Q363,Q363,Northern Playground,Y,TRUE,BATHROOM,89.32591053,498.6893639
"(40.76171562500008, -73.73540088399994)",Q369-BLG0309,Jhs 67 Playground (louis Pasteur)-Building,Q369,Q369,Q369,Louis Pasteur Park,Y,TRUE,BATHROOM,83.8764664,435.142247
"(40.729291645000046, -73.8798860519999)",Q360J-BLG0314,Walter Crowley Playground-Building,Q360J,Q360J,Q360J,Crowley Playground,Y,TRUE,BATHROOM,84.34077019,444.5062456
"(40.77181262400006, -73.78453228299992)",Q387A-BLG0316,Park (bayside Hs Athletic Fld)-Building,Q387A,Q387A,Q387A,Bayside Fields,Y,FALSE,BATHROOM,605.2254868,7111.882011
"(40.76412821900004, -73.74921838799992)",Q001-BLG0318,Alley Pond Park-Building,Q001,Q001,Q001,Alley Pond Park,Y,FALSE,ATHLETIC/RECREATIONAL,208.7812149,2149.577333
"(40.76426894200006, -73.74934319499994)",Q001-BLG0319,Alley Pond Park-Building,Q001,Q001,Q001,Alley Pond Park,Y,FALSE,ATHLETIC/RECREATIONAL,610.1099432,7631.106253
"(40.66089591500008, -73.76241068899992)",Q107-BLG0320,Springfield Park-Building,Q107,Q107,Q107,Springfield Park,Y,TRUE,BATHROOM,123.4111289,942.8102531
"(40.684686241000065, -73.72869260899995)",Q307-BLG0321,Ps 176 Playground-Building,Q307,Q307,Q307,Delphin H. Greene Playground,Y,TRUE,BATHROOM,92.3131263,531.9824859
"(40.770362842000054, -73.8063933869999)",Q006-BLG0322,Bowne Park-Building,Q006,Q006,Q006,Bowne Park,Y,TRUE,FACILITIES,230.6195556,2045.210694
"(40.74020722000006, -73.90263005499992)",Q205A-BLG0323,Bush Park-Building,Q205A,Q205A,Q205A,Big Bush Park,Y,TRUE,BATHROOM,96.43430348,486.8593446
"(40.57771354000005, -73.83607609899991)",Q050-BLG0324,Rockaway Park-Building,Q050,Q050,Q050,Rockaway Beach,Y,TRUE,BATHROOM,120.9415197,831.3498032
"(40.69894670000008, -73.8584692469999)",Q015-BLG0325,Forest Park-Building,Q015,Q015,Q015,Forest Park,Y,TRUE,BATHROOM,144.8162767,1088.359689
"(40.764899262000085, -73.86164505999994)",Q084A-BLG0327,Grand Central Parkway Ext-Building,Q084A,Q084A,Q084A,Grand Central Parkway Ext,Y,FALSE, ,229.852469,2134.552043
"(40.73720341000006, -73.84581294499992)",Q099-BLG0328,FMCP-Building,Q099,Q099,Q099,Flushing Meadows Corona Park,Y,TRUE,ADMINISTRATION,126.5214433,965.0513785
"(40.75681461600004, -73.84762034099992)",Q099-BLG0329,FMCP-Building,Q099,Q099,Q099,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,4777.505371,255266.7479
"(40.76528185600006, -73.94098941499993)",Q048-BLG0331,Rainey Park Playground-Building,Q048,Q048,Q048,Rainey Park,Y,TRUE,ADMINISTRATION,139.0462922,1152.574519
"(40.77009944100007, -73.82703669299991)",Q347-BLG0333,Ps 214 Playground (colden)-Building,Q347,Q347,Q347,Colden Playground,Y,TRUE,CONCESSION,84.87062488,449.9482792
"(40.73292698400007, -73.87151181999991)",Q360N-BLG0335,Hoffman Park-Building,Q360N,Q360N,Q360N,Hoffman Park,Y,TRUE,BATHROOM,95.62990537,571.5608678
"(40.67398189000005, -73.7563723639999)",Q396-BLG0336,Albert Montbellier Park-Building,Q396,Q396,Q396,Montbellier Park,Y,TRUE,BATHROOM,86.9272753,471.3891524
"(40.76582765400008, -73.79446831899992)",Q397-BLG0337,Ps 32 Playground (aubondale)-Building,Q397,Q397,Q397,Auburdale Playground,Y,TRUE,CONCESSION,86.48688013,467.3251504
"(40.70464948300008, -73.90443482299992)",Q398-BLG0338,Jhs 93 Playground (ridgewood)-Building,Q398,Q398,Q398,Rosemary's Playground,N,TRUE,FACILITIES,77.8020181,377.6359532
"(40.78239319900007, -73.77728287399992)",Q399-BLG0339,Ps 169 Playground (bay Terrace)-Building,Q399,Q399,Q399,Bay Terrace Playground,Y,TRUE,CONCESSION,81.92881784,419.4360975
"(40.698641003000034, -73.73990381199991)",Q404-BLG0340,Ps 147 Playground (east Springfield)-Building,Q404,Q404,Q404,East Springfield Playground,Y,TRUE,BATHROOM,88.8257603,492.8085587
"(40.66470711200009, -73.85045936599994)",Q408-BLG0341,Ps 232 Playground (linden Wood)-Building,Q408,Q408,Q408,Harold Schneiderman Playground,Y,TRUE,FACILITIES,84.13412568,440.8838891
"(40.78488043500005, -73.83282617799995)",Q445-BLG0344,Frank Golden Memorial Park-Building,Q445,Q445,Q445,Frank Golden Park,Y,TRUE,FACILITIES,150.5163572,1378.494623
"(40.74704326600005, -73.7456351969999)",Q356-BLG0345,Ps 213 Playground (alley)-Alley Park (ps 213)-Building,Q356,Q356,Q356,Alley Park,Y,TRUE,BATHROOM,96.62780396,581.3181584
"(40.69963113700004, -73.86185636399995)",Q015-BLG0346,Forest Park-Building,Q015,Q015,Q015,Forest Park,Y,FALSE,BATHROOM,164.5083965,1631.929976
"(40.69773214300005, -73.86460116599994)",Q015-BLG0347,Forest Park-Building,Q015,Q015,Q015,Forest Park,Y,FALSE,BATHROOM,228.0163838,2705.150297
"(40.69724915300009, -73.86488025699992)",Q015-BLG0348,Forest Park-Building,Q015,Q015,Q015,Forest Park,Y,FALSE,BATHROOM,148.3771175,767.2285225
"(40.70166078800008, -73.86694248799995)",Q015-BLG0349,Forest Park-Building,Q015,Q015,Q015,Forest Park,Y,FALSE,BATHROOM,76.98551366,370.2796674
"(40.704021493000084, -73.7851139679999)",Q121-02-BLG0350,Liberty Park-K.l. Williams Playground (tennis)-Building,Q121-02,Q121,Q121-02,Detective Keith L Williams Park,Y,TRUE,Recreation Center,107.9538797,705.9472483
"(40.73003203800005, -73.8351432309999)",Q099-15-BLG0351,FMCP-Triassic Playground-Building,Q099-15,Q099,Q099-15,Flushing Meadows Corona Park,Y,TRUE,ADMINISTRATION,87.40043256,476.7111755
"(40.722896872000035, -73.8271315579999)",Q099-20-BLG0352,FMCP-Albert H. Mauro Playground-Building,Q099-20,Q099,Q099-20,Flushing Meadows Corona Park,Y,TRUE,ADMINISTRATION,83.44658637,435.1294432
"(40.74110306600005, -73.8494583719999)",Q099-18-BLG0353,FMCP-Playground For All Children-Building,Q099-18,Q099,Q099-18,Flushing Meadows Corona Park,Y,TRUE,ADMINISTRATION,173.5709468,1761.353455
"(40.74718112800008, -73.8086335939999)",Q024-ZN02-BLG0354,Kissena Park-Kissena Park Zone 2 (tennis Courts)-Building,Q024-ZN02,Q024,Q024-ZN02,Kissena Park,Y,TRUE,BATHROOM,196.5555978,1787.300341
"(40.749217299000065, -73.80387081399994)",Q024-ZN01-BLG0355,Kissena Park-Kissena Park Zone 1-Building,Q024-ZN01,Q024,Q024-ZN01,Kissena Park,Y,TRUE,BATHROOM,242.998022,3022.79928
"(40.58530018200008, -73.80919924799991)",Q163-ZN05B-BLG0357,Rockaway Beach Boardwalk-Rockaway Beach 05b-Building,Q163-ZN05B,Q163,Q163-ZN05B,Rockaway Beach Boardwalk,Y,FALSE,FACILITIES,151.7231896,891.962375
"(40.57745121900007, -73.83680643299994)",Q050-ZN08B-BLG0358,Rockaway Park-Rockaway Beach 08b-Building,Q050-ZN08B,Q050,Q050-ZN08B,Rockaway Beach,Y,FALSE,BATHROOM,185.4919775,1562.092393
"(40.771917011000085, -73.76934937999994)",Q012-ZN01-BLG0359,Crocheron Park-Crocheron Park Zone 1-Building,Q012-ZN01,Q012,Q012-ZN01,Crocheron Park,Y,TRUE,ADMINISTRATION,247.0504152,2560.681357
"(40.740676646000054, -73.84133111199992)",Q099-ZN20-BLG0360,FMCP-Meadow Lake North-Building,Q099-ZN20,Q099,Q099-ZN20,Flushing Meadows Corona Park,Y,TRUE,ADMINISTRATION,211.479295,2589.307274
"(40.747070256000086, -73.85225771499995)",Q099-ZN18-BLG0363,"FMCP-Queens Wildlife Center, Terrace On The Park, Ny Hall Of Science-Building",Q099-ZN18,Q099,Q099-ZN18,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,1113.740326,56661.47974
"(40.743198075000066, -73.84927591799993)",Q099-ZN18-BLG0371,"FMCP-Queens Wildlife Center, Terrace On The Park, Ny Hall Of Science-Building",Q099-ZN18,Q099,Q099-ZN18,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,218.7373832,3807.034868
"(40.74555579000008, -73.84822885599993)",Q099-ZN18-BLG0373,"FMCP-Queens Wildlife Center, Terrace On The Park, Ny Hall Of Science-Building",Q099-ZN18,Q099,Q099-ZN18,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,91.15343631,518.6742785
"(40.74496697700005, -73.8511033119999)",Q099-ZN18-BLG0374,"FMCP-Queens Wildlife Center, Terrace On The Park, Ny Hall Of Science-Building",Q099-ZN18,Q099,Q099-ZN18,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,107.1065911,658.5577329
"(40.74345639400008, -73.84948982999992)",Q099-ZN18-BLG0378,"FMCP-Queens Wildlife Center, Terrace On The Park, Ny Hall Of Science-Building",Q099-ZN18,Q099,Q099-ZN18,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,88.11222643,389.0136054
"(40.75339040800009, -73.83793223299995)",Q099-ZN10-BLG0380,FMCP-Allied II-Building,Q099-ZN10,Q099,Q099-ZN10,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,875.6831413,20118.16743
"(40.74192764400004, -73.84805163999994)",Q099-ZN19-BLG0384,FMCP-Ballfields-Building,Q099-ZN19,Q099,Q099-ZN19,Flushing Meadows Corona Park, ,TRUE,ADMINISTRATION,133.0403784,1032.277052
"(40.750419142000055, -73.8464525999999)",Q099-ZN04-BLG0385,FMCP-Usta Complex-Building,Q099-ZN04,Q099,Q099-ZN04,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,7080.530828,420232.9917
"(40.743989457000055, -73.84438027899995)",Q099-ZN06-BLG0388,FMCP-Pavilion & Astral Fountain-Building,Q099-ZN06,Q099,Q099-ZN06,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,379.1257682,9008.583786
"(40.74648710200006, -73.8467687509999)",Q099-ZN05-BLG0393,FMCP-New York City Bldg-Building,Q099-ZN05,Q099,Q099-ZN05,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,1550.818399,80775.21757
"(40.751386240000045, -73.82974417299994)",Q099-ZN17-BLG0396,Kissena Corridor Park-Arboretum & Queens Botanical Garden-Building,Q099-ZN17,Q300,Q099-ZN17,Kissena Corridor Park,Y,FALSE,CONCESSION,107.5224056,396.1714807
"(40.718633225000076, -73.88442815699995)",Q102-ZN01-BLG0397,Juniper Valley Park-Juniper Valley Park - Zone 1-Building,Q102-ZN01,Q102,Q102-ZN01,Juniper Valley Playground,N,TRUE,ADMINISTRATION,316.3120189,4771.484755
"(40.68764266100004, -73.7726246599999)",Q448-ZN02A-BLG0399,Roy Wilkins-southern Queens Park-Roy Wilkins Recreation Center- Zone 2A-Building,Q448-ZN02A,Q448,Q448-ZN01,Roy Wilkins Recreation Center,Y,TRUE,Recreation Center,162.0352875,1623.984371
"(40.69830736000006, -73.85390536799991)",Q015-ZN12-BLG0400,Forest Park-Old Twin Fields Natural Area-Building,Q015-ZN12,Q015,Q015-ZN12,Forest Park,Y,FALSE,BATHROOM,45.05734928,126.2307381
"(40.69769555900007, -73.85362055399992)",Q015-ZN07-BLG0401,Forest Park-Tennis Courts -forest Parkwy-Building,Q015-ZN07,Q015,Q015-ZN07,Forest Park,Y,FALSE,BATHROOM,431.1190289,5761.204587
"(40.697091459000035, -73.85815315499991)",Q015-ZN07-BLG0402,Forest Park-Tennis Courts -forest Parkwy-Building,Q015-ZN07,Q015,Q015-ZN07,Forest Park,Y,TRUE,BATHROOM,152.3098224,1344.105183
"(40.68744863400008, -73.89011457599992)",Q020-ZN01-BLG0403,Highland Park-Highland Park Zone 1-Building,Q020-ZN01,Q020,Q020-ZN01,Highland Park,N,TRUE,FACILITIES,87.69033472,438.4552914
"(40.695928897000044, -73.86659603699991)",Q015-ZN08-BLG0404,Forest Park-Forest Park Headquarters-Building,Q015-ZN08,Q015,Q015-ZN08,Forest Park,Y,FALSE,BATHROOM,328.832572,5285.00241
